,category,text
1821,LOCATION#POSITIVE,The prettiest buffet setting you could ever fathom.- (not including the Raffles Hotel in Singapore)... ok not comparable..
1822,LOCATION#POSITIVE,This was definitely designed to be in the middle of the strip of Las Vegas.
1823,LOCATION#POSITIVE,"It's well lit, colorful, and elegantly decorated compared to some other buffets."
1824,LOCATION#POSITIVE,Oh the venue is nice and is what received the 1 star.
1825,LOCATION#POSITIVE,"Yes, the decor was gorgeous, but there was really nothing about this buffet that made it stand out from other average buffets on the strip that I've been to."
1826,LOCATION#POSITIVE,Fun decor and good service.
1827,LOCATION#POSITIVE,"The food, service, and atmosphere were great and the prices were very reasonable for a restaurant right on the strip."
1828,LOCATION#POSITIVE,"The interior is cool, very French, lots of light, but I like sitting outside in the evening to enjoy the Bellagio fountain shows."
1829,LOCATION#POSITIVE,This restaurant is located inside Paris Hotel and it was a great experience.
1830,LOCATION#POSITIVE,I wish I could experience the service inside because the theme is so cute.
1831,LOCATION#POSITIVE,"I love that its off strip, and that the people who know about it have made the intentional trip to find out what its all about."
1832,LOCATION#POSITIVE,"The layout of the restaurant opens up to the casino area of Planet Hollywood, which is nice...and it's far enough from the casino that you're not entirely experiencing second smoking while you eat."
1833,LOCATION#POSITIVE,Dimly lit and romantic setting.
1834,LOCATION#POSITIVE,It wasnt full of senior citizens like some buffets usually are.
1835,LOCATION#POSITIVE,"now that i at of ""age"" i stayed at the wynn which is very nice and elegant."
1836,LOCATION#POSITIVE,"The view from the patio, great customer service and delicious French inspired food combine for an all around amazing experience!"
1837,LOCATION#POSITIVE,View was great but draft from AC made it FREEZING.
1838,LOCATION#POSITIVE,"Good quality food, beautiful restaurant with knowledgeable friendly staff!"
1839,LOCATION#POSITIVE,"As always, the atmosphere was charming, and the Bellagio fountains were playing at full force for us."
1840,LOCATION#POSITIVE,Great location and awesome view of the Bellaggio fountains.
1841,LOCATION#POSITIVE,The buffet itself is very spacious and feels new and clean.
1842,LOCATION#POSITIVE,"Great selection, quality foods and very clean\/well put together inside."
1843,LOCATION#POSITIVE,"The lights in the location are dim and intimate, the white table clothes bring the upscale element."
1844,LOCATION#POSITIVE,"I'm glad we waited, it was really nice having the fountains in front of us throughout dinner and the weather was perfect!"
1845,LOCATION#POSITIVE,"The ridiculously long walk from the taxi drop-off point will help you justify eating absolutely anything you want to once you get there, and the walk through the stunning interior of The Cosmopolitan Hotel is quite a treat in itself."
1846,LOCATION#POSITIVE,Inside it feels more like a French brasserie.
1847,LOCATION#POSITIVE,"Food is kept in stock virtually across the spectrum of options constantly, which is impressive, and the overall atmosphere is classy without making you feel out of place wearing a tank top (which I was... don't ask)."
1848,LOCATION#POSITIVE,"AMBIENCE:

- Modern, new, chic, clean and elegant

FOOD:

- Selection comparable to Bellagio, M, and Wynn."
1849,LOCATION#POSITIVE,"I was very impressed with the cleanliness of the buffet line, it was almost spotless, the food looked beautiful, almost too beautiful to eat."
1850,LOCATION#POSITIVE,"Despite the location on the strip, it's a locals place."
1851,LOCATION#POSITIVE,I sat at the bar and had a great view of the Bellagio fountain show!
1852,LOCATION#POSITIVE,The wait was not as long as anticipated and once seated the restaurants design is awesome and entertaining.
1853,LOCATION#POSITIVE,"Service - 5 Stars
Cleanliness - Excellent
Price - $40.00\/person for dinner."
1854,LOCATION#POSITIVE,"Great views, great service, great food."
1855,LOCATION#POSITIVE,"Situated with a front row view to Bally's famous water show across the street, my friends and I treated ourselves to a night of great food and company before heading over to the club."
1856,LOCATION#POSITIVE,"There was an assortment of beautifully decorated desserts for days, a lot of the foods were presented in these tiny wire baskets and the ambiance is very warm."
1857,LOCATION#POSITIVE,It's clean and well-decorated too; I like the lighting and the wooden tables\/accents throughout.
1858,LOCATION#POSITIVE,"-- Artwork: Across the restaurant, celebrities has signed menus and given them feedback about how perfect their menu is."
1859,LOCATION#POSITIVE,"love the patio seating, great seats for people watching especially in the blazing heat.... but hey get some mimosas to cool you down.... they had a bloody mary bar which i thought was really amazing...they give u a plain bloody mary and you can add all your garnishes with a variety of olives, celery, all kinds of hot sauce!"
1860,LOCATION#POSITIVE,"Service was bad, the food quite tasteless but nice decour and location."
1861,LOCATION#POSITIVE,You will have  a great view of the fountains from the Bellagio Hotel across the street.
1862,LOCATION#POSITIVE,I was very excited to try out this buffet; it was recently re-vamped and the dining area itself is beautiful.
1863,LOCATION#POSITIVE,"(BurGR)

Anyway, service was 5-star quality, atmosphere was really nice, and the food was totally worth the price, which ended up being like $25 for sharing three sides + burger with four people."
1864,LOCATION#POSITIVE,First off the ambiance was breath taking without completely killing the wallet.
1865,LOCATION#POSITIVE,The atmosphere is almost 5 stars in itself!
1866,LOCATION#POSITIVE,"Also, due to the huge selection and division of offerings, the lines aren't long."
1867,LOCATION#POSITIVE,Atmosphere is fun & service is good.
1868,LOCATION#POSITIVE,The ambiance was very chic with dim lighting and warm colors.
1869,LOCATION#POSITIVE,"Our view was excellent, looking out to the Bellagio fountains during performances."
1870,LOCATION#POSITIVE,"The location isn't bad - inside PH, which is close to the middle of the strip."
1871,LOCATION#POSITIVE,"The buffet is a far walk from the entrance, so that helped build up our appetites for the brunch we were heading to."
1872,LOCATION#POSITIVE,The dining area and the buffet stations were well cleaned all throughout.
1873,LOCATION#POSITIVE,"Great food, great service, and if you can catch a spot on the balcony great people watching."
1874,LOCATION#POSITIVE,All the cab drivers know how to good to it and it was easy getting a cab back to the strip.
1875,LOCATION#POSITIVE,The ambiance is fantastic and the staff is always so friendly.
1876,LOCATION#POSITIVE,"Usually during the busy weekends, it's almost impossible to get a seat on the patio, but if you're there during the week day, I highly recommend it, as you get an amazing view of the Bellagio fountains."
1877,LOCATION#POSITIVE,"Overall, ambience was very nice."
1878,LOCATION#POSITIVE,I'll go back the next time I'm in vegas for another frozen hot chocolate ( probably will share between 2 people)  because serendipity is so cute!
1879,LOCATION#POSITIVE,It may not look like much from the outside and the mall it's in is a little sketchy (multiple 'social rooms' like the Green Door and other similar places) but this is an excellent and popular restaurant.
1880,LOCATION#POSITIVE,The atmosphere is cool but the wait is about 20-25 minutes for a party of 2.
1881,LOCATION#POSITIVE,"Unless it's hot outside, get a seat outside and watch the Bellagio fountains while having dinner."
1882,LOCATION#POSITIVE,"Super pricey generally, but I expect that for the location."
1883,LOCATION#POSITIVE,Decor was cute.
1884,LOCATION#POSITIVE,There was a beautiful outdoor seating area and the rest of the restaurant had sunlight streaming in.
1885,LOCATION#POSITIVE,The display was incredibly impressive.
1886,LOCATION#POSITIVE,"They have photos of celebrities from movie stars to Food Network shows all over their walls, and the owner of the restaurant which was also the chef, popularly walked around to tables with which seemed to be many regulars praising him and greeting him."
1887,LOCATION#POSITIVE,"I don't think this is the best buffet on the Strip, but it's so pretty to every single detail."
1888,LOCATION#POSITIVE,"-flan

Oh & the atmosphere is beautiful!"
1889,LOCATION#POSITIVE,The food is very tasty and you can't beat the view.
1890,LOCATION#POSITIVE,Sitting area was beautiful and classy.
1891,LOCATION#POSITIVE,Decor at this restaurant is pleasing but the wait is a sore unless you are lucky enough like I was to cut ahead of everyone in the Diamond lane.
1892,LOCATION#POSITIVE,Classic vintage with a Alice in Wonderland\/ Willie's Wonka factory vibe in the desert section.
1893,LOCATION#POSITIVE,"One of my favorite restaurants in Las Vegas, because of it's fantastic patio seating and views of the water show at the Bellagio."
1894,LOCATION#POSITIVE,"The place is a bit noisy because of how busy they are but that's how most Asian restaurants here, and I actually think it is more authentic that way."
1895,LOCATION#POSITIVE,The style and layout are unique and intriguing.
1896,LOCATION#POSITIVE,It was a long walk to get to but I enjoyed the different types of artwork and took a lot of pictures so it wasn't boring.
1897,LOCATION#POSITIVE,"It's also conveniently located inside Planet Hollywood hotel just a minute's walk from Fat Tuesday, so you can kill two birds with one stone while you're here."
1898,LOCATION#POSITIVE,"Great food, good service, and the very best 
place for people- and fountain-watching on the strip."
1899,LOCATION#POSITIVE,"Perhaps you pay for the ambience and experience when you sit in the restaurant, but the to-go line is a definite no-go."
1900,LOCATION#POSITIVE,*sigh*  I love the over-the-top decor and attentive staff.
1901,LOCATION#POSITIVE,"i'm not a fan of pink, but i couldn't help but love the atmosphere of this place."
1902,LOCATION#POSITIVE,I just love to sit outside and have a glass of wine and truly enjoy my day and whomever I'm at the restaurant with.
1903,LOCATION#POSITIVE,"As a Vegas Local, this is my FAVORITE people watching, fountain watching, bottle of wine spot."
1904,LOCATION#POSITIVE,It's a fun building with a wall of fame of people who ate here.
1905,LOCATION#POSITIVE,"As for the room itself, very comfortable and well thought out."
1906,LOCATION#POSITIVE,"Best Eggs Benedict EVERRRRRRRR, house made fresh english muffins and talk about atmosphere, sitting outside in of the Bellagio fountain, PERFECTION."
1907,LOCATION#POSITIVE,"Also when the Bellagio has their fountain show, you'll get a great view."
1908,LOCATION#POSITIVE,This place is more than just a place to eat...sitting outside on the terrace is must!
1909,LOCATION#POSITIVE,We were quite surprised with the beautiful ambiance of this restaurant given its location right on the strip.
1910,LOCATION#POSITIVE,"You can hear the music beautifully ( sans Hells Angels, of course ) and the fountains are still the best thing on the strip."
1911,LOCATION#POSITIVE,The decor is very nice.
1912,LOCATION#POSITIVE,"You can get to it from there (near the Pleasure Pit table games), but it is much easier to access through the Miracle Mile Shops mall."
1913,LOCATION#POSITIVE,"It is adorable, pink and in a great location right outside Caesar's."
1914,LOCATION#POSITIVE,I must say it's a damn good place for romantic dinners..the ambiance is quite classy and beautiful..the waiters were very friendly......the french onion soup and the scallops entree were good...........the only minimal complaint i have is it's a bit pricey...........we finished off with a White Chocolate Bread pudding dessert which topped all the items of our dinner....I sure recommend this place for romantic dinners at least :)
1915,LOCATION#POSITIVE,"Good food , LARGE servings and a hipster ambience."
1916,LOCATION#POSITIVE,Great setting with an Atrium to view the strip while you receive awesome service and they also have am outdoor heated patio that is quite comfortable most of the year!
1917,LOCATION#POSITIVE,Very convivial atmosphere.
1918,LOCATION#POSITIVE,Excellent service and food and the decor...beautiful.
1919,LOCATION#POSITIVE,Once we got in the place was beautiful and the server was great.
1920,LOCATION#POSITIVE,"It has a more modern, restaurant feel to it rather than a buffet."
1921,LOCATION#POSITIVE,"The ambiance was nice with the heaters, the music and the Bellagio fountain show."
1922,LOCATION#POSITIVE,"Vibe- Cheerful Cafeteria

Price- $20 breakfast

Service- Self

Food- Overall the food at breakfast is OK."
1923,LOCATION#POSITIVE,Walking through the swanky Cosmopolitan was definitely a plus.
1924,LOCATION#POSITIVE,"However, this buffet is all about looks and not about the food."
1925,LOCATION#POSITIVE,"The interior's absolutely gorgeous too and, honestly, even nicer than some upscale restaurants I've come across."
1926,LOCATION#POSITIVE,"I thought the way the place was decorated was pretty dandy, as well as the menus."
1927,LOCATION#POSITIVE,"Nice atmosphere, food was not bad at all, and the champagne was flowing like nobody's business."
1928,LOCATION#POSITIVE,"And walking in, I was totally satisfied with the super cute, floral and  garden theme of this place!"
1929,LOCATION#POSITIVE,"Its in an obscure, generic stripmall, but the dining room is busy, and very clean."
1930,LOCATION#POSITIVE,"Food: 5\/5
Location: 5\/5
Ambiance: 5\/5
Service: 4\/5
Experience: 5\/5


The Verdict: 5\/5

I normally don't give 5\/5 but this buffet does deserve this score."
1931,LOCATION#POSITIVE,"It has indoor dining with an intimate feel with dim lighting and candles as the table's centerpiece, but it was really cold from their AC given with Vegas' scorching hot weather during the summer."
1932,LOCATION#POSITIVE,"The food was delicious, service is excellent, and the views are nice."
1933,LOCATION#POSITIVE,The atmosphere is buzzing and there's always a line to get in.
1934,LOCATION#POSITIVE,"Loved the ambience, much more stylish than Bacchanal."
1935,LOCATION#POSITIVE,"Oh yeah, its always clean, if you are weary of disgusting buffetts with dirty utensils stuck in the food and  debris everywhere, not at the Wynn, clean and pristine as if you were the first person to walk up to the line."
1936,LOCATION#POSITIVE,"We frequently visit Mon Ami Gabi and every time we come here, the service is wonderful, the food is consistent, and ambiance is awesome."
1937,LOCATION#POSITIVE,"the ambiance was great...very open, bright, and diverse."
1938,LOCATION#POSITIVE,The way they designed the buffet and their allocation of foods is perfect!
1939,LOCATION#POSITIVE,"The place is clean, well lit and there are about 10-12 different sandwiches."
1940,LOCATION#POSITIVE,The location is absolutely perfect and the line could probably get crazy but we beat the rush by sitting at the bar.
1941,LOCATION#POSITIVE,The atmosphere is wonderful and makes it feel fancy even though it's not for breakfast.
1942,LOCATION#POSITIVE,The ambiance is very nice.
1943,LOCATION#POSITIVE,Our view of the fountains of Bellagio was perfect!
1944,LOCATION#POSITIVE,"We did get to see the explosions from the Bellegio,i am sure it would be more awww if it was night time,since this was 10am,it was alright,sorta cool."
1945,LOCATION#POSITIVE,"We called another Thai Restaurant on the same street, beautifully set it up for us for Saturday and they also have a pastries chef to do a beautiful cake for my wife and this venue is so clean and beautiful."
1946,LOCATION#POSITIVE,"It's worth the money, everything here is delicious and the decor is amazing."
1947,LOCATION#POSITIVE,"My favorite dishes were the prime rib, the pastas, and the side salad."
1948,LOCATION#POSITIVE,Finding this place was fun as we had to trek through the Planet Hollywood casino floor to find it.
1949,LOCATION#POSITIVE,"Aside from the decor and the aforementioned appetizer items, nothing really differentiated the Buffet at the Bellagio from other establishments."
1950,LOCATION#POSITIVE,"Place looks amazing, best looking buffet in town."
1951,LOCATION#POSITIVE,Great food - Awesome Service and if you can get a spot on the patio on a cool evening to see the fountains at Bellagio across the street you should love it.
1952,LOCATION#POSITIVE,"escargot was good too, don't forget to dip bread in the sauce :)

try to get patio seating if possible, great views of bellagio fountain show."
1953,LOCATION#POSITIVE,Price is very affordable compared to most of the food joints in Vegas.. plus it's at a very convenient location.. found in Planet Hollywood on the strip.. and there's even a Sugar factory and Fat Tuesday near by :)
1954,LOCATION#POSITIVE,"The Buffet at the Wynn (delicious, wide variety, awesome atmosphere but price point is high and the wait can be ridiculous)

4."
1955,LOCATION#POSITIVE,"Best seat in the house with view of water fountain, good wine, good food n good service."
1956,LOCATION#POSITIVE,"Diverse menu, friendly staff and busy atmosphere."
1957,LOCATION#POSITIVE,It's worth the view.
1958,LOCATION#POSITIVE,Had reservations to sit outside with an amazing view across the street of the Belagio water show.
1959,LOCATION#POSITIVE,We were seated on the patio which had an atrium feel.
1960,LOCATION#POSITIVE,"Great food and great service, the pricing is not nearly as high as you would expect for the view, ambiance and the fact that it's right on the strip."
1961,LOCATION#POSITIVE,"The interior ambiance is well-lit, classy and cheerful."
1962,LOCATION#POSITIVE,Perfect view of the Bellagio fountain show.
1963,LOCATION#POSITIVE,"Super clean, bright environment, and usually it doesn't get too hectic."
1964,LOCATION#POSITIVE,"Service, atmosphere, food - everything was perfect and an amazing deal!"
1965,LOCATION#POSITIVE,We loved the outdoor dining and taking in the scenes from Strip.
1966,LOCATION#POSITIVE,"I just like the cleanliness and decor, and you can taste the quality in the food."
1967,LOCATION#POSITIVE,Lovely decor.
1968,LOCATION#POSITIVE,"Ambiance\/cleanliness\/service: 4.5
Everything was beautifully served, small plates, clean setting."
1969,LOCATION#POSITIVE,It's located inside the Cosmopolitan hotel and everything in there is just extravagant and this buffet is no exception.
1970,LOCATION#POSITIVE,"nice ambiance to boot and the lines weren't long at all when we were there, probably about 10 minutes."
1971,LOCATION#POSITIVE,And you can see the beautiful water fountain show that's right across the street.
1972,LOCATION#POSITIVE,The atmosphere...kind of looks like a restaurant that should be at an amusement park.
1973,LOCATION#POSITIVE,"Overall, still love coming here in the mornings to sit outside the patio for the view of Bellagio and the city center."
1974,LOCATION#POSITIVE,Good service and pleasant open surroundings even if you eat inside.
1975,LOCATION#POSITIVE,It was hot as he** outside and didn't help that half the seating for serendipity is outside on the patio.
1976,LOCATION#POSITIVE,"Overall 5 star atmosphere and patio area, 3 stars for the ""dinner"" food I'd give breakfast a shot."
1977,LOCATION#POSITIVE,"Speaking of Hell's Kitchen themes that carry on from season to season without fair, there was definitely a direct, not so subtle ""fire theme"" a la HK that I thought was really cool."
1978,LOCATION#POSITIVE,The restaurant is located immediately off the casino floor of Planet Hollywood and you can also access from Miracle Mile shops.
1979,LOCATION#POSITIVE,"Food, Service, Location deserves the 5 stars, but cannot hand those ratings out with impunity."
1980,LOCATION#POSITIVE,"The atmosphere is quaint and diner-esque, and there were all kinds of people inside, which was really nice."
1981,LOCATION#POSITIVE,"Great food, atmosphere, service, etc."
1982,LOCATION#POSITIVE,"The atmosphere is elegant, classy, upscale, and spacious."
1983,LOCATION#POSITIVE,Great location and awesome service from staff.
1984,LOCATION#POSITIVE,They also have a amazing view of the Bellagio fountain which shoots up a amazing show every 15 minutes.
1985,LOCATION#POSITIVE,"Their salad and other items were good too and just as everyone else has said, if you sit in the patio you can see the Bellagio fountains!"
1986,LOCATION#POSITIVE,"This is a place that not only serves good food, but also offers one of the best places to watch Vegas."
1987,LOCATION#POSITIVE,Bottom line is: I'd only recommend if you want a stellar view of the fountains and don't mind paying quite a bit for okay food.
1988,LOCATION#POSITIVE,"Inside the restaurant Mon Ami Gabi has some how managed to offer intimacy within the constant noise that is vegas, a quality I enjoyed."
1989,LOCATION#POSITIVE,"The service was great, atmosphere was great, and the food....yum, FANTASTIC!"
1990,LOCATION#POSITIVE,If you have never been to Paris you will definitely get the feel of it here.
1991,LOCATION#POSITIVE,"However, you're paying for the atmosphere and in that case I say it was worth it."
1992,LOCATION#POSITIVE,"Great atmosphere and service, located at the Paris Casino."
1993,LOCATION#POSITIVE,The ambiance is great as well as the food.
1994,LOCATION#POSITIVE,"Glad they are finally remodeling the location, was starting to smell like a Denny's."
1995,LOCATION#POSITIVE,The ambiance was amazing and there was a humongous line just to get in.
1996,LOCATION#POSITIVE,"The staff was very friendly, our waitress took our order with great enthusiasm and friendliness that match the interior and ambience of Serendipity."
1997,LOCATION#POSITIVE,"However, the atmosphere was great and our waitress was really nice."
1998,LOCATION#POSITIVE,"The ambiance is very nice, I'll bet it's even better at night, and we will be back to see for ourselves on our next Vegas trip, for sure!"
1999,LOCATION#POSITIVE,The space was modern and inviting but overall it didn't match they hype.
2000,LOCATION#POSITIVE,The view from the patio where we were dined  was also great.
2001,LOCATION#POSITIVE,Well worth the wait for an outside Patio seat!
2002,LOCATION#POSITIVE,The setup of this place is pretty typical - nothing fancy but definitely clean and orderly.
2003,LOCATION#POSITIVE,The restaurant is incredible decor food amazing .
2004,LOCATION#POSITIVE,I don't have many comments on the restaurant itself other than it's nice to sit outside with the light water spray (?)
2005,LOCATION#POSITIVE,"Visually, this place is straight out of Dahl's Willa Wonka and the Chocolate Factory... visually stunning in every sense."
2006,LOCATION#POSITIVE,The view is spectacular with the Bellagio fountains right across the street.
2007,LOCATION#POSITIVE,"Very spacious and crisp\/clean feel, with chandeliers made of wine glasses and walls lined with glassware."
2008,LOCATION#POSITIVE,Despite the front look of this restaurant the inside is big and it has a nice ambience.
2009,LOCATION#POSITIVE,"The restaurant is located in the midst of several slot machines, but the TV's act as somewhat of a barrier from all the noise."
2010,LOCATION#POSITIVE,The food and atmosphere somewhat made up for the poor service and seating we were given.
2011,LOCATION#POSITIVE,The burgers are awsome the hells kitchen burger was great my wife had the chanterelle  mushroom burger it was incredible  my daughter  hot dog was like 15 inches long great atmosphere service great
2012,LOCATION#POSITIVE,But ya know...the service was pleasant here and it was kinda nice eating at a restaurant off the strip...away from all the chaos.
2013,LOCATION#POSITIVE,"Service was awesome, we sat at the kitchen bar area and got to see Christina, winner of Hell's Kitchen season 10!"
2014,LOCATION#POSITIVE,"This place has one of the best steaks in Las Vegas for the price, whenever I have someone visiting from out of town this is on my list of places I have to take them, the view on the patio is absolutely breathtaking and you'll catch the Bellagio fountains at least a couple times during your dinner which is fantastic if you aren't used to them, but the best part about this place is definitely the steak I highly recommend the peppercorn one I order it every time and it is absolutely amazing!"
2015,LOCATION#POSITIVE,It was a pretty romantic place.
2016,LOCATION#POSITIVE,Part of what makes Serendipity an awesome little spot aside from it's signature frozen hot chocolate (and desserts) is it's cute little charm and that's where this particular Serendipity is lacking.
2017,LOCATION#POSITIVE,"Lovely outdoor dining area 
Basically I am in love with this place and can't wait to return on my next trip!"
2018,LOCATION#POSITIVE,"Overall, 5 stars for food and drinks, 5 stars for service, 5 stars for cleanliness and 5 stars for environment and decoration."
2019,LOCATION#POSITIVE,"The Decor and presentation were spot on, but it would be great if the food customers were held to some standards."
2020,LOCATION#POSITIVE,Great meal overall and warm ambience that wasn't too loud.
2021,LOCATION#POSITIVE,"I heard they spent $17,000,000 to fix up the place and they did well."
2022,LOCATION#POSITIVE,Wonderful food and a spectacular view if you sit on the balcony.
2023,LOCATION#POSITIVE,Love love love the decor and food presentation.
2024,LOCATION#POSITIVE,"Overall, service was average, food was not as good as I expected, but the view was magnificent."
2025,LOCATION#POSITIVE,"The outdoor seating gives you the best view of the Bellagio fountain show, and so much interesting people watching right on the Strip."
2026,LOCATION#POSITIVE,"glass bottles, cloth napkins, table presentation..very lovely place to eat."
2027,LOCATION#POSITIVE,"The ambiance, food presentation, and selection were promising for our Sunday brunch, but on final taste many of the items at our table were labeled ""okay."""
2028,LOCATION#POSITIVE,"Great food, fun atmosphere, and excellent service."
2029,LOCATION#POSITIVE,"We got seated right in front of Bellagio's water fountain inside, but unluckily, it started to rain so people outside have to kind of scoot the table in and ours were getting splashed by the umbrellas :[ 
I had one of the steak dish, it was cooked medium rare just like how I ordered, but it was a bit heavy on the salt."
2030,LOCATION#POSITIVE,The layout is pretty big and spacious.
2031,LOCATION#POSITIVE,"The restaurant has a large interior, as well as a large patio--I honestly don't know why people would want to eat anywhere except the patio, as it is prime seating for the fountains an for people watching!"
2032,LOCATION#POSITIVE,"Very clean, tons of options, nice staff."
2033,LOCATION#POSITIVE,Perfect view of the Bellagio fountain show!!
2034,LOCATION#POSITIVE,"Not to mention the beautiful decor....My favorites: made to order ramen, dim sum station, dessert station, Mac and cheese and must try the shrimp and grits!!!"
2035,LOCATION#POSITIVE,"Good view of the fountains at Bellagio, even if you sit inside, it's like an atrium so you dont feel stifled."
2036,LOCATION#POSITIVE,"Mon Ami Gabi is just across the street from the Bellagio fountains, in (you guessed it!)"
2037,LOCATION#POSITIVE,"I would recommend this place as a date place, especially at night if you want to watch the Bellagio fountains."
2038,LOCATION#POSITIVE,for food and spirits and finally walked out leaving a mininal tip after the waiter brought me an after dinner drink that was supposed to be hot....again...only mildly warm...and then I had to wait 15 minutes AFTER I was finished for the check...... ....it is a great location with cold\/lukewarm food and poor service....again...sorry I can't give this the reviews I read....just the truth here...maybe things will change....I felt disappointed.
2039,LOCATION#POSITIVE,Prime location across from the Bellagio water fountain show.
2040,LOCATION#POSITIVE,The ambiance is wonderful and the terrace overlooks the Bellagio fountain show.
2041,LOCATION#POSITIVE,Amazing view of the fountains.
2042,LOCATION#POSITIVE,"The combination of great service, fun environment, and great food that is unique leads me to say that's BurGR deserves 5 STARS!!!!"
2043,LOCATION#POSITIVE,"***Ambience***
Really beautiful decor with lots of ornate flower arrangements."
2044,LOCATION#POSITIVE,The atmosphere is beautiful in here- and this is why you should come.
2045,LOCATION#POSITIVE,"It's well located along the Strip, facing the Bellagio where you can catch the light and water show every night, or just do some people watching."
2046,LOCATION#POSITIVE,"Came here a while back and it was pretty good, great ambiance and vibe."
2047,LOCATION#POSITIVE,"TIP: If the weather is permitting, ask to sit outdoors with a view of Bellagio's fountain."
2048,LOCATION#POSITIVE,"One thing that makes Wicked Spoon better, though, is that their bathrooms are actually in the restaurant."
2049,LOCATION#POSITIVE,The decor is beautiful when you first come in to the restaurant.
2050,LOCATION#POSITIVE,"The food, staff, and atmosphere are unmatched anywhere in Vegas and truly reminded me of being in Paris FR."
2051,LOCATION#POSITIVE,"Summer Time (oh, there is a song by that title) it is GREAT to sit outside and watch the world go by (the 1st, 2nd and 3rd world), Winter Time (no song title) inside is a bit dark but elegant (ok, some consider this romantic), and a bit crowded."
2052,LOCATION#POSITIVE,Great fun and energetic atmosphere!
2053,LOCATION#POSITIVE,"Great food, service, and best people watching!"
2054,LOCATION#POSITIVE,"You can read the other 2500 reviews, or take in these highlights:

- location is fun and casual."
2055,LOCATION#POSITIVE,"The decor is absolutely perfect, with pastels and fruit & flower arrangements everywhere."
2056,LOCATION#POSITIVE,It's very modern and spacious.
2057,LOCATION#POSITIVE,There is nothing better than sitting outside with your girlfriends drinking champagne eating onion soup and watching the water show at the Bellagio as the afternoon goes by.
2058,LOCATION#POSITIVE,The fabulous view really made it a romantic and special night and this place was pretty affordable compared to most places on the strip.
2059,LOCATION#POSITIVE,Then it would be perfect to enjoy people watching in peace.
2060,LOCATION#POSITIVE,"There's a section for each cuisine, pretty organized!"
2061,LOCATION#POSITIVE,The bar is a great place to eat if all your people are over 21 and there are seats there.
2062,LOCATION#POSITIVE,"The flowers and ambiance are super pretty, similar to the decor around the rest of the property."
2063,LOCATION#POSITIVE,"The only thing that wowed me at this buffet, is their fabulous flower arrangements and the garden scape!"
2064,LOCATION#POSITIVE,"The restaurant decor was really pretty, and the dishes that were already in individual servings (served in cute mini pots and pans!)"
2065,LOCATION#POSITIVE,Just wish there was another location besides on the strip.
2066,LOCATION#POSITIVE,"The atmosphere was absolutely amazing, and the waiters attentive but not in a way that ever bothers you."
2067,LOCATION#POSITIVE,"I dunno, it's a flashy set up, but the food was only so - so."
2068,LOCATION#POSITIVE,"Everything about this place reeks of ""sleek"" and ""trendy."""
2069,LOCATION#POSITIVE,This is an upscale place and the food was more single serving than buffet quality.
2070,LOCATION#POSITIVE,"While service always seems to be slower outside, it is good people-watching and just a better experience overall."
2071,LOCATION#POSITIVE,Everything in the place screams Paris sophistication.
2072,LOCATION#POSITIVE,This place is such a nice treat of great service and French ambience after a long day of work.
2073,LOCATION#POSITIVE,Came here for lunch with my husband earlier this year (Around April) when we visited Vegas... delicious food and great ambiance.
2074,LOCATION#POSITIVE,"Environment: The whole environment of the place was very friendly, well kept, and lively."
2075,LOCATION#POSITIVE,Located in an unassuming strip mall from the small door that is the entrance betrays the fairly large and decently appointed interior.
2076,LOCATION#POSITIVE,It felt like we were at a regular upscale restaurant and not a crowded Vegas buffet!
2077,LOCATION#POSITIVE,"All in all, the atmosphere, staff and views from this restaurant are second to none."
2078,LOCATION#POSITIVE,By far one of the most beautiful & well laid out buffets on the strip.
2079,LOCATION#POSITIVE,The buffet area reminds me of what I imagine a lovely southern garden to look like.
2080,LOCATION#POSITIVE,"The noise level is not at all hushed, but it is quiet enough to easily carry on a conversation with those at your table."
2081,LOCATION#POSITIVE,"Great Bloody Mary Bar and beautiful location on the patio, other then that food okay."
2082,LOCATION#POSITIVE,"Sit outside, yes even when it's cold they have the heated lamps!"
2083,LOCATION#POSITIVE,"The patio is the only place I recommend sitting, with its awesome view of Bellagio and a palm tree lined street."
2084,LOCATION#POSITIVE,"Wonderful wine list (lots of german whites, a perfect foil for spicy Thai cuisine), great service, pleasant atmosphere."
2085,LOCATION#POSITIVE,"I thought this place was a lot of fun, I thought the decor was awesome and I really enjoyed the service, it was very comfortable and professional without being stuckup."
2086,LOCATION#POSITIVE,"More selection, nicer ambiance, better quality."
2087,LOCATION#POSITIVE,My favorite is the presentation and the cleanliness.
2088,LOCATION#POSITIVE,"The decor is really pretty, set up nice, location is HORRIBLE."
2089,LOCATION#POSITIVE,Ambiance is great here... sure it isn't the exact feeling of a real French cafe... what with fat tourists with those outrageous 2 feet long Long Island Ice tea drinks walking by staring at us.
2090,LOCATION#POSITIVE,"91.00 for the following items
pate
filet mignon plate
steak a la house
2 glasses of wine
complimentary bread

ambiance: pleasant although a bit warm , scenery included the water show across the street which I enjoyed."
2091,LOCATION#POSITIVE,The location is interesting because not on the casino floor of the Cosmo but on the second floor so takes some work too find it.
2092,LOCATION#POSITIVE,The decor and silverware used is nice.
2093,LOCATION#POSITIVE,Ambiance: the decorations are so extravagant and pretty!
2094,LOCATION#POSITIVE,"The atmosphere is busy and upscale, but we didn't feel rushed or that we couldn't hear each other."
